ID_UNIQUE,NATURE,ACTI_NOM,TYPE_LIEU_INTERV,RUE,RUE_INTERSECTION1,RUE_INTERSECTION2,LOC_ERREUR_GDT,ARRONDISSEMENT,ARRONDISSEMENT_GEO,LIN_CODE_POSTAL,DDS_DATE_CREATION,PROVENANCE_ORIGINALE,PROVENANCE_TELEPHONE,PROVENANCE_COURRIEL,PROVENANCE_PERSONNE,PROVENANCE_COURRIER,PROVENANCE_TELECOPIEUR,PROVENANCE_INSTANCE,PROVENANCE_MOBILE,PROVENANCE_MEDIASOCIAUX,PROVENANCE_SITEINTERNET,UNITE_RESP_PARENT,LOC_LONG,LOC_LAT,LOC_X,LOC_Y
"","Information","Tuyauterie gelée","","","","","","","","","2014-01-01T09:50:19","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T09:50:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T09:50:54","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T09:51:16","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Tuyauterie gelée","","","","","","","","","2014-01-01T09:54:43","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T09:58:39","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T09:58:51","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T09:59:45","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Panne de service d'eau - Urgence","","","","","","","","","2014-01-01T10:01:00","Personne","0","0","1","0","0","0","0","0","0","SEC.CENT.SERVICE.311","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:01:02","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:02:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Signalisation - Circulation - Études","","","","","","","","","2014-01-01T10:04:11","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Surveillance et sécurité publique","","","","","","","","","2014-01-01T10:04:21","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T10:05:09","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T10:07:21","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T10:07:30","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:08:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:10:15","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T10:11:27","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:12:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T10:13:23","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T10:15:46","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T10:16:21","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T10:19:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Fuite d'eau","","","","","","","","","2014-01-01T10:19:55","Téléphone","1","0","0","0","0","0","0","0","0","SEC.CENT.SERVICE.311","","","",""
"","Information","Stationnement municipal","","","","","","","","","2014-01-01T10:20:50","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T10:20:54","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T10:21:12","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T10:22:58","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:23:15","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:23:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T10:25:04","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:27:34","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T10:28:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T10:28:44","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:29:11","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:29:14","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:30:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:30:52","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T10:31:24","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T10:32:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T10:33:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T10:33:38","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T10:37:35","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T10:39:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:39:29","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T10:40:28","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T10:40:30","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T10:41:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Taxes foncières","","","","","","","","","2014-01-01T10:42:08","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Jardin botanique","","","","","","","","","2014-01-01T10:42:25","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:43:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T10:44:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau du maire","","","","","","","","","2014-01-01T10:45:40","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T10:47:30","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T10:50:36","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T10:52:35","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parc - Activité hivernale","","","","","","","","","2014-01-01T10:53:17","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parc - Activité hivernale","","","","","","","","","2014-01-01T10:55:55","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T10:56:47","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Égout - Divers","","","","","","","","","2014-01-01T10:57:07","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Fuite d'eau","","","","","","","","","2014-01-01T10:57:20","Téléphone","1","0","0","0","0","0","0","0","0","SEC.CENT.SERVICE.311","","","",""
"","Information","Feux de circulation - Entretien","","","","","","","","","2014-01-01T11:04:05","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T11:05:48","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parc - Activité hivernale","","","","","","","","","2014-01-01T11:06:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T11:08:28","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T11:18:40","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T11:18:49","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Surveillance et sécurité publique","","","","","","","","","2014-01-01T11:19:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Carte d'Accès arrondissement","","","","","","","","","2014-01-01T11:21:14","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T11:21:16","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Contrôle animalier","","","","","","","","","2014-01-01T11:21:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","SRRR","","","","","","","","","2014-01-01T11:21:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T11:21:52","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T11:22:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T11:22:47","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T11:23:22","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T11:24:09","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T11:25:15","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T11:29:56","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T11:30:12","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T11:30:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T11:30:49","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T11:31:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T11:33:30","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Organisme divers","","","","","","","","","2014-01-01T11:33:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T11:35:53","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Neige - Divers","","","","","","","","","2014-01-01T11:35:53","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Opération déneigement","","","","","","","","","2014-01-01T11:36:58","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","*Réclamation (Fermée)","","","","","","","","","2014-01-01T11:38:26","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T11:38:50","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T11:39:33","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chalet de parc","","","","","","","","","2014-01-01T11:41:05","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T11:41:08","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","*Services en ligne","","","","","","","","","2014-01-01T11:41:43","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T11:42:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T11:43:44","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T11:44:03","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Taxes foncières","","","","","","","","","2014-01-01T11:44:38","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T11:45:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Intervention stationnement","","","","","","","","","2014-01-01T11:46:19","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Info-Remorquage","","","","","","","","","2014-01-01T11:46:46","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Permis - Logement","","","","","","","","","2014-01-01T11:47:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T11:49:19","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T11:50:42","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T11:51:26","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T11:52:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Personnel - Arrondissement","","","","","","","","","2014-01-01T11:53:11","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T11:53:53","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T11:55:10","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T11:56:53","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Stationnement municipal","","","","","","","","","2014-01-01T11:57:39","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T11:58:18","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T11:59:32","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T11:59:55","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Éviction","","","","","","","","","2014-01-01T12:01:27","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Activités","","","","","","","","","2014-01-01T12:02:50","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Grand parc","","","","","","","","","2014-01-01T12:03:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parc - Activité hivernale","","","","","","","","","2014-01-01T12:03:41","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Chaussée glissante","","","","","","","","","2014-01-01T12:03:51","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T12:05:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parcomètre","","","","","","","","","2014-01-01T12:06:09","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","SRRR","","","","","","","","","2014-01-01T12:06:37","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Trottoir glissant","","","","","","","","","2014-01-01T12:07:46","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Parc - Activité hivernale","","","","","","","","","2014-01-01T12:07:52","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des encombrants","","","","","","","","","2014-01-01T12:08:17","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T12:08:46","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Centre de services 311","","","","","","","","","2014-01-01T12:10:31","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Intervention stationnement","","","","","","","","","2014-01-01T12:11:24","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte de déchets","","","","","","","","","2014-01-01T12:12:28","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T12:12:29","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Sports et loisirs - Installations","","","","","","","","","2014-01-01T12:15:01","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T12:18:01","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T12:18:57","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Opération déneigement","","","","","","","","","2014-01-01T12:20:51","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T12:21:19","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T12:23:30","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","*Capital humain - Ressources humaines","","","","","","","","","2014-01-01T12:24:55","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Collecte des matières recyclables","","","","","","","","","2014-01-01T12:27:27","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Eau - Divers","","","","","","","","","2014-01-01T12:28:09","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
"","Information","Bureau d'arrondissement - Service à la clientèle","","","","","","","","","2014-01-01T12:28:25","Téléphone","1","0","0","0","0","0","0","0","0","LASALLE","","","",""
